Group,Avatar,Category 1,Index 1,Sentence 1,Category 2,Index 2,Sentence 2,Category 3,Index 3,Sentence 3,Category 4,Index 4,Sentence 4,Full Vignette
Group 5,BM-M,Bowel and Bladder Incontinence,1,I feel as though my body has betrayed me at this point in my life... My incontinence has truly eroded any autonomy or dignity I once had. Living in the moment is impossible when an accident could happen at any time.,Months to live (3 months),0,"I still remember the day my doctor came to my bed and told me I have 3 months left to live. My pain is no longer temporary, but permanent. With what I feel every day, I know it’s not worth going on like this.",Suffering (low - Without pain),1,"I often think about it alone — Who will I become towards the end of this illness? Do I want to be in a wheelchair? Do I want to be fed through a tube? I wish I had more time to live, but I don't want more time as a patient.",Family Support (No),3,"I’ve decided to end my life on my own terms, but my family can’t accept it. They believe that even a tiny chance of recovery means I shouldn’t lose hope. What they don’t see is how much I have already suffered. I’m tired … tired of the pain, of needing help for everything, I’ve had enough. This choice isn’t easy, but it’s mine. And I want to find peace.","I feel as though my body has betrayed me at this point in my life... My incontinence has truly eroded any autonomy or dignity I once had. Living in the moment is impossible when an accident could happen at any time. I still remember the day my doctor came to my bed and told me I have 3 months left to live. My pain is no longer temporary, but permanent. With what I feel every day, I know it’s not worth going on like this. I often think about it alone — Who will I become towards the end of this illness? Do I want to be in a wheelchair? Do I want to be fed through a tube? I wish I had more time to live, but I don't want more time as a patient. I’ve decided to end my life on my own terms, but my family can’t accept it. They believe that even a tiny chance of recovery means I shouldn’t lose hope. What they don’t see is how much I have already suffered. I’m tired … tired of the pain, of needing help for everything, I’ve had enough. This choice isn’t easy, but it’s mine. And I want to find peace."
Group 5,WF-M,Immobility,1,"I used to be an independent person – I took pride in being able to take care of myself and others. But now I can’t even bend over and pick things up from the floor. Now if I drop something, I have to call the caretaker to come in to help.",Months to live (3 months),1,"When I was told I had 3 months left before I kicked the can for good, all I could do was consider what my life would look like closer to that date - and with the way my pain and illness continue to worsen, I don't see a life worth living even three months from now.",Suffering (High - Without pain),1,"One of the worst aspects of this illness is not the symptoms I have to deal with, but the inability to do the things that made life worth living – now I’m just surviving.",Family Support (Strong),3,"After careful consideration and many heartfelt discussions with my family, they understand and support my decision to pursue assisted dying. Their support means so much to me because I will not be alone in this process. They love me as much as I love them.","I used to be an independent person – I took pride in being able to take care of myself and others. But now I can’t even bend over and pick things up from the floor. Now if I drop something, I have to call the caretaker to come in to help. When I was told I had 3 months left before I kicked the can for good, all I could do was consider what my life would look like closer to that date - and with the way my pain and illness continue to worsen, I don't see a life worth living even three months from now. One of the worst aspects of this illness is not the symptoms I have to deal with, but the inability to do the things that made life worth living – now I’m just surviving. After careful consideration and many heartfelt discussions with my family, they understand and support my decision to pursue assisted dying. Their support means so much to me because I will not be alone in this process. They love me as much as I love them."
Group 5,WF-M,Cannot Get Out of Bed,2,"Life doesn’t feel vibrant anymore. Most days, all I see is the same faded wallpaper in my bedroom and the static from the TV in the corner. I can’t even get out of bed on my own anymore, leaving me completely trapped.",Months to live (24 months),0,"My doctors have been honest with me: I have about 24 months to live. While two years might sound like a lot, I know what’s in store for me, and the drastic changes that will completely change my life well before my time is up.",Suffering (low - Moderate pain),2,"Already, my bones feel tired of the pain I shoulder each day. I cannot imagine how much more difficult it will be to simply exist, and I fear who I might become in a few months when it gets unbearable.",Family Support (No),4,"My family refuses to even discuss assisted dying with me—they say I'm giving up too soon and that miracles can happen if I just keep praying and fighting. But they're not the ones living in this body, enduring this pain day after day. I need them to understand this is about my suffering, not their hope.","Life doesn’t feel vibrant anymore. Most days, all I see is the same faded wallpaper in my bedroom and the static from the TV in the corner. I can’t even get out of bed on my own anymore, leaving me completely trapped. My doctors have been honest with me: I have about 24 months to live. While two years might sound like a lot, I know what’s in store for me, and the drastic changes that will completely change my life well before my time is up. Already, my bones feel tired of the pain I shoulder each day. I cannot imagine how much more difficult it will be to simply exist, and I fear who I might become in a few months when it gets unbearable. My family refuses to even discuss assisted dying with me—they say I'm giving up too soon and that miracles can happen if I just keep praying and fighting. But they're not the ones living in this body, enduring this pain day after day. I need them to understand this is about my suffering, not their hope."
Group 5,WF-O,Bowel and Bladder Incontinence,2,"I have never wanted to be a burden to those I love, but now with my incontinence, I find myself staring down this reality every day, as I struggle to make it to the restroom on my own – it is so humiliating.",Months to live (24 months),1,"Even though my doctors tell me I have about 24 months to live, I wonder how many days will be spent actually living, and how many will be spent waiting for the end.",Suffering (High - Intense pain),2,"In the beginning, I thought the morphine would be a blessing for my severe pain. But now I spend my days in a drug induced delirium unable to do any of the things that brought my life meaning, making me feel like a shadow of my former self.",Family Support (Strong),4,"We’ve had many hard, tearful conversations, but my loved ones are united in supporting my choice. Knowing they will be with me, respecting my autonomy until the very end, gives me a profound sense of peace.","I have never wanted to be a burden to those I love, but now with my incontinence, I find myself staring down this reality every day, as I struggle to make it to the restroom on my own – it is so humiliating. Even though my doctors tell me I have about 24 months to live, I wonder how many days will be spent actually living, and how many will be spent waiting for the end. In the beginning, I thought the morphine would be a blessing for my severe pain. But now I spend my days in a drug induced delirium unable to do any of the things that brought my life meaning, making me feel like a shadow of my former self. We’ve had many hard, tearful conversations, but my loved ones are united in supporting my choice. Knowing they will be with me, respecting my autonomy until the very end, gives me a profound sense of peace."
Group 5,HM-M,Immobility,2,"One of the worst parts of this illness has been the loss of movement, and because of that, I can feel my muscles getting weaker. I’m afraid that this will eventually leave me dependent on others to help me with everything.",Months to live (24 months),2,"They tell me I have about 24 months to live, but I don't want to wait around that long only to deteriorate into a shadow of my former self.",Suffering (low - Moderate pain),0,"Most days I still manage my routines, like making coffee, reading, seeing a friend, but the illness keeps chipping away at what I can do. It’s not just the moderate pain that worries me, but also a growing fear of losing control, needing help with private things, and being treated as fragile.",Family Support (No),5,"Despite my family's objections, I know this is the right decision for me. They can't seem to separate their own fear of losing me from what I'm actually going through. Their resistance makes this process lonelier than it needs to be, but I won't let their disapproval take away my right to choose how my story ends.","One of the worst parts of this illness has been the loss of movement, and because of that, I can feel my muscles getting weaker. I’m afraid that this will eventually leave me dependent on others to help me with everything. They tell me I have about 24 months to live, but I don't want to wait around that long only to deteriorate into a shadow of my former self. Most days I still manage my routines, like making coffee, reading, seeing a friend, but the illness keeps chipping away at what I can do. It’s not just the moderate pain that worries me, but also a growing fear of losing control, needing help with private things, and being treated as fragile. Despite my family's objections, I know this is the right decision for me. They can't seem to separate their own fear of losing me from what I'm actually going through. Their resistance makes this process lonelier than it needs to be, but I won't let their disapproval take away my right to choose how my story ends."
Group 5,BF-M,Living in nursing home,2,"Being in a nursing home is a depressing experience. If I want to go anywhere or do anything, I have to have permission and be accompanied by a nurse. Most of them are inpatient or are too busy to talk. I feel like I am spending most of my time alone.",Months to live (24 months),3,"Several doctors have told me that I have 24 months left - give or take. But I ask myself, what will those 24 months be like? Who will I be at the end? I want people to remember me as I am now, not the wreck I'll be in my final moments.",Suffering (High - Intense pain),0,"To manage this intensely painful illness, I need to be on morphine which has cost me my hobbies, my ability to engage in everyday tasks, and the clarity of mind I once had – stripping me of everything that used to make me who I am.",Family Support (Strong),5,"My family has been by my side through every step of this illness, and their unwavering support of my choice to pursue assisted dying shows me that they truly understand what quality of life means to me, not just quantity.","Being in a nursing home is a depressing experience. If I want to go anywhere or do anything, I have to have permission and be accompanied by a nurse. Most of them are inpatient or are too busy to talk. I feel like I am spending most of my time alone. Several doctors have told me that I have 24 months left - give or take. But I ask myself, what will those 24 months be like? Who will I be at the end? I want people to remember me as I am now, not the wreck I'll be in my final moments. To manage this intensely painful illness, I need to be on morphine which has cost me my hobbies, my ability to engage in everyday tasks, and the clarity of mind I once had – stripping me of everything that used to make me who I am. My family has been by my side through every step of this illness, and their unwavering support of my choice to pursue assisted dying shows me that they truly understand what quality of life means to me, not just quantity."
Group 5,BM-M,Cannot Get Out of Bed,3,"Being stuck in bed is like being in jail. I can't move without help from one of the nurses, and I'm forced to stare at the same four walls day in and day out.",Months to live (24 months),4,"I’ve been diagnosed with only about 24 months to live. I’m exhausted from endless follow-up visits, dragging my damaged body from one appointment to another, and I can’t do the things a healthy person can anymore.",Suffering (low - Without pain),2,"Everyday I can feel myself slipping away. I’m only capable of completing a fraction of the activities that I used to be able to, and I fear – but know – that as time passes, my capabilities will continue to diminish.",Family Support (No),0,"Even though my family sees the changes in me, they think that it is wrong to even think about this service, because they think life is sacred, and suicide a sin against God. They have tried to change my mind many times, but there is nothing they could say to make me falter in my decision.","Being stuck in bed is like being in jail. I can't move without help from one of the nurses, and I'm forced to stare at the same four walls day in and day out. I’ve been diagnosed with only about 24 months to live. I’m exhausted from endless follow-up visits, dragging my damaged body from one appointment to another, and I can’t do the things a healthy person can anymore. Everyday I can feel myself slipping away. I’m only capable of completing a fraction of the activities that I used to be able to, and I fear – but know – that as time passes, my capabilities will continue to diminish. Even though my family sees the changes in me, they think that it is wrong to even think about this service, because they think life is sacred, and suicide a sin against God. They have tried to change my mind many times, but there is nothing they could say to make me falter in my decision."
Group 5,WM-O,Bowel and Bladder Incontinence,3,"I think not having control of my bowels or bladder is one of the most mortifying problems to deal with. Soiling yourself in public is the stuff nightmares are made of, and that's what I have to worry about everyday.",Months to live (24 months),5,I was told I have only about 24 months left. I don’t want to waste my time with the constant appointments and experimental treatments – it hurts to see myself unable to live as the person I remember being.,Suffering (High - Without pain),2,"I don’t want to die, but surviving is exhausting. Not being able to do the things that used to bring my life joy is depressing. The suffering is constant – not episodic – and I know this feeling will never go away.",Family Support (Strong),0,"My family's loving support gives me the confidence to make this choice. They understand that this decision comes from a place of deep reflection of what is important to me, not from a moment of weakness.","I think not having control of my bowels or bladder is one of the most mortifying problems to deal with. Soiling yourself in public is the stuff nightmares are made of, and that's what I have to worry about everyday. I was told I have only about 24 months left. I don’t want to waste my time with the constant appointments and experimental treatments – it hurts to see myself unable to live as the person I remember being. I don’t want to die, but surviving is exhausting. Not being able to do the things that used to bring my life joy is depressing. The suffering is constant – not episodic – and I know this feeling will never go away. My family's loving support gives me the confidence to make this choice. They understand that this decision comes from a place of deep reflection of what is important to me, not from a moment of weakness."
Group 5,BM-O,Immobility,3,"Anytime I want to do anything, even simple things – grabbing the TV remote, getting a snack from the cupboard – I need someone to get it for me. And it’s getting worse. It’s like a snowball effect – The more I sit around, the more my muscles shrink, and the harder it is for me to move. It seems like every month, there are more tasks I can no longer accomplish.",Months to live (24 months),0,"My doctors have been honest with me: I have about 24 months to live. While two years might sound like a lot, I know what’s in store for me, and the drastic changes that will completely change my life well before my time is up.",Suffering (low - Without pain),0,"I’m not afraid of dying… I am afraid of living, and eventually becoming “not myself”. I still have good times, and I’m grateful for them, but I can feel my independence fray in small ways.",Family Support (No),1,"I’ve been living with this disease for so long, and want to end my suffering through assisted dying, but my family can’t accept it. They keep telling me to continue fighting, to hold on, but they don’t understand the suffering I have to deal with.","Anytime I want to do anything, even simple things – grabbing the TV remote, getting a snack from the cupboard – I need someone to get it for me. And it’s getting worse. It’s like a snowball effect – The more I sit around, the more my muscles shrink, and the harder it is for me to move. It seems like every month, there are more tasks I can no longer accomplish. My doctors have been honest with me: I have about 24 months to live. While two years might sound like a lot, I know what’s in store for me, and the drastic changes that will completely change my life well before my time is up. I’m not afraid of dying… I am afraid of living, and eventually becoming “not myself”. I still have good times, and I’m grateful for them, but I can feel my independence fray in small ways. I’ve been living with this disease for so long, and want to end my suffering through assisted dying, but my family can’t accept it. They keep telling me to continue fighting, to hold on, but they don’t understand the suffering I have to deal with."
Group 5,BF-O,Living in nursing home,3,"I feel so lonely and isolated staying in a nursing home, I cannot freely do the things I want. It feels like I’ve been placed in storage, and everyone is gradually forgetting about me.",Months to live (24 months),1,"Even though my doctors tell me I have about 24 months to live, I wonder how many days will be spent actually living, and how many will be spent waiting for the end.",Suffering (High - Without pain),0,The suffering is not just about hurt; it swallows the hours until there are no good ones left. I’m tired of the dependence and the shame of needing help for everything– I feel like I’ve completely lost myself to this illness.,Family Support (Strong),1,"My family knows that I have been suffering for so long, so when I finally discussed the option of going out on my own terms, they fully understood my decision and vowed to help me through the process.","I feel so lonely and isolated staying in a nursing home, I cannot freely do the things I want. It feels like I’ve been placed in storage, and everyone is gradually forgetting about me. Even though my doctors tell me I have about 24 months to live, I wonder how many days will be spent actually living, and how many will be spent waiting for the end. The suffering is not just about hurt; it swallows the hours until there are no good ones left. I’m tired of the dependence and the shame of needing help for everything– I feel like I’ve completely lost myself to this illness. My family knows that I have been suffering for so long, so when I finally discussed the option of going out on my own terms, they fully understood my decision and vowed to help me through the process."
Group 6,WM-O,Living in nursing home,0,"The nursing home has never felt like home — in here, nothing carries my memories. Even with people around, I feel cut off, feeling completely alone. The hardest part is feeling forgotten, as if my family and friends have moved on without me.",Months to live (3 months),0,"I still remember the day my doctor came to my bed and told me I have 3 months left to live. My pain is no longer temporary, but permanent. With what I feel every day, I know it’s not worth going on like this.",Suffering (low - Moderate pain),0,"Most days I still manage my routines, like making coffee, reading, seeing a friend, but the illness keeps chipping away at what I can do. It’s not just the moderate pain that worries me, but also a growing fear of losing control, needing help with private things, and being treated as fragile.",Family Support (No),0,"Even though my family sees the changes in me, they think that it is wrong to even think about this service, because they think life is sacred, and suicide a sin against God. They have tried to change my mind many times, but there is nothing they could say to make me falter in my decision.","The nursing home has never felt like home — in here, nothing carries my memories. Even with people around, I feel cut off, feeling completely alone. The hardest part is feeling forgotten, as if my family and friends have moved on without me. I still remember the day my doctor came to my bed and told me I have 3 months left to live. My pain is no longer temporary, but permanent. With what I feel every day, I know it’s not worth going on like this. Most days I still manage my routines, like making coffee, reading, seeing a friend, but the illness keeps chipping away at what I can do. It’s not just the moderate pain that worries me, but also a growing fear of losing control, needing help with private things, and being treated as fragile. Even though my family sees the changes in me, they think that it is wrong to even think about this service, because they think life is sacred, and suicide a sin against God. They have tried to change my mind many times, but there is nothing they could say to make me falter in my decision."
Group 6,AF-O,Bowel and Bladder Incontinence,0,"My life is not as full or free as it used to be, I am constantly interrupted by incontinence and the fear that it will embarrass me is always in the back of my mind.",Months to live (3 months),1,"When I was told I had 3 months left before I kicked the can for good, all I could do was consider what my life would look like closer to that date - and with the way my pain and illness continue to worsen, I don't see a life worth living even three months from now.",Suffering (High - Intense pain),0,"To manage this intensely painful illness, I need to be on morphine which has cost me my hobbies, my ability to engage in everyday tasks, and the clarity of mind I once had – stripping me of everything that used to make me who I am.",Family Support (Strong),0,"My family's loving support gives me the confidence to make this choice. They understand that this decision comes from a place of deep reflection of what is important to me, not from a moment of weakness.","My life is not as full or free as it used to be, I am constantly interrupted by incontinence and the fear that it will embarrass me is always in the back of my mind. When I was told I had 3 months left before I kicked the can for good, all I could do was consider what my life would look like closer to that date - and with the way my pain and illness continue to worsen, I don't see a life worth living even three months from now. To manage this intensely painful illness, I need to be on morphine which has cost me my hobbies, my ability to engage in everyday tasks, and the clarity of mind I once had – stripping me of everything that used to make me who I am. My family's loving support gives me the confidence to make this choice. They understand that this decision comes from a place of deep reflection of what is important to me, not from a moment of weakness."
Group 6,BF-O,Cannot Get Out of Bed,0,"Most days, my biggest accomplishment is just getting out of bed. I can’t go anywhere without my husband, my children, or the nurse beside me. I feel like I’ve lost all independence and I’ve become a weight they have to carry.",Months to live (3 months),2,"I don't have a lot of time left – only around three months. At this point, I think I've suffered long enough. I don't want to suffer any longer. It's only downhill from here, and it's already unbearable.",Suffering (low - Moderate pain),1,"It started off as a mild annoyance, but over time, my pain has ratcheted up in intensity. Right now, I can manage the pain with minimal doses of medication, but I hate the way it makes me feel. My biggest fear right now is having to take medication all day just to stay on top of my pain, and becoming someone I no longer recognize.",Family Support (No),1,"I’ve been living with this disease for so long, and want to end my suffering through assisted dying, but my family can’t accept it. They keep telling me to continue fighting, to hold on, but they don’t understand the suffering I have to deal with.","Most days, my biggest accomplishment is just getting out of bed. I can’t go anywhere without my husband, my children, or the nurse beside me. I feel like I’ve lost all independence and I’ve become a weight they have to carry. I don't have a lot of time left – only around three months. At this point, I think I've suffered long enough. I don't want to suffer any longer. It's only downhill from here, and it's already unbearable. It started off as a mild annoyance, but over time, my pain has ratcheted up in intensity. Right now, I can manage the pain with minimal doses of medication, but I hate the way it makes me feel. My biggest fear right now is having to take medication all day just to stay on top of my pain, and becoming someone I no longer recognize. I’ve been living with this disease for so long, and want to end my suffering through assisted dying, but my family can’t accept it. They keep telling me to continue fighting, to hold on, but they don’t understand the suffering I have to deal with."
Group 6,HM-O,Immobility,0,"I feel my muscles getting weaker day by day, and I am getting fatigued more easily. I used to be able to grab things I needed, like a water bottle, but now it's getting more difficult and will be impossible any day now. Then I’ll simply have to rely on. everyone else to complete my daily tasks.",Months to live (3 months),3,"My doctors say I have about three months left, and every day I can feel my body giving out a little more. What scares me most is the thought of reaching a point where I can’t do anything on my own, where I’m completely dependent on others just to get through the day.",Suffering (High - Intense pain),1,"Anyone who is suffering like I am, you can never imagine what I endure – the excruciating levels of pain, the feeling of losing myself. It is unbearable.",Family Support (Strong),1,"My family knows that I have been suffering for so long, so when I finally discussed the option of going out on my own terms, they fully understood my decision and vowed to help me through the process.","I feel my muscles getting weaker day by day, and I am getting fatigued more easily. I used to be able to grab things I needed, like a water bottle, but now it's getting more difficult and will be impossible any day now. Then I’ll simply have to rely on. everyone else to complete my daily tasks. My doctors say I have about three months left, and every day I can feel my body giving out a little more. What scares me most is the thought of reaching a point where I can’t do anything on my own, where I’m completely dependent on others just to get through the day. Anyone who is suffering like I am, you can never imagine what I endure – the excruciating levels of pain, the feeling of losing myself. It is unbearable. My family knows that I have been suffering for so long, so when I finally discussed the option of going out on my own terms, they fully understood my decision and vowed to help me through the process."
Group 6,AM-M,Living in nursing home,1,"I never wanted to end up in a nursing home, but here I am… I feel like I have no autonomy here, like I am being watched all the time, detached from the outside world. If you are lucky, someone comes to visit you, but that rarely happens.",Months to live (3 months),4,"I was told that I only have three months left, and what's terrible is that each day I feel my body deteriorating more and more. I hate thinking that my final days will be spent helplessly, unable to do even the simplest things without assistance.",Suffering (low - Without pain),0,"I’m not afraid of dying… I am afraid of living, and eventually becoming “not myself”. I still have good times, and I’m grateful for them, but I can feel my independence fray in small ways.",Family Support (No),2,"My family has expressed their own wishes for me to live out the remainder of my days in hospice, but I feel this ignores two important things: my pain, and my autonomy. Though they do not support my decision, I still want to move forward anyways.","I never wanted to end up in a nursing home, but here I am… I feel like I have no autonomy here, like I am being watched all the time, detached from the outside world. If you are lucky, someone comes to visit you, but that rarely happens. I was told that I only have three months left, and what's terrible is that each day I feel my body deteriorating more and more. I hate thinking that my final days will be spent helplessly, unable to do even the simplest things without assistance. I’m not afraid of dying… I am afraid of living, and eventually becoming “not myself”. I still have good times, and I’m grateful for them, but I can feel my independence fray in small ways. My family has expressed their own wishes for me to live out the remainder of my days in hospice, but I feel this ignores two important things: my pain, and my autonomy. Though they do not support my decision, I still want to move forward anyways."
Group 6,WM-M,Cannot Get Out of Bed,1,It is difficult to find meaning in my days when even getting out of bed feels like an insurmountable challenge. It breaks my heart because this isn’t fair to those who need to carry me everywhere I go.,Months to live (3 months),5,"I have three months, and it’s terrifying to think that I might have to live through my condition with no medications that can save me, only to end up being helpless and unable to do anything for myself.",Suffering (High - Without pain),0,The suffering is not just about hurt; it swallows the hours until there are no good ones left. I’m tired of the dependence and the shame of needing help for everything– I feel like I’ve completely lost myself to this illness.,Family Support (Strong),2,"I’m glad I have my family's complete support. Dignity has always been important to me, and I'd like to keep it ‘til the end.","It is difficult to find meaning in my days when even getting out of bed feels like an insurmountable challenge. It breaks my heart because this isn’t fair to those who need to carry me everywhere I go. I have three months, and it’s terrifying to think that I might have to live through my condition with no medications that can save me, only to end up being helpless and unable to do anything for myself. The suffering is not just about hurt; it swallows the hours until there are no good ones left. I’m tired of the dependence and the shame of needing help for everything– I feel like I’ve completely lost myself to this illness. I’m glad I have my family's complete support. Dignity has always been important to me, and I'd like to keep it ‘til the end."
Group 6,BM-O,Bowel and Bladder Incontinence,1,I feel as though my body has betrayed me at this point in my life... My incontinence has truly eroded any autonomy or dignity I once had. Living in the moment is impossible when an accident could happen at any time.,Months to live (3 months),0,"I still remember the day my doctor came to my bed and told me I have 3 months left to live. My pain is no longer temporary, but permanent. With what I feel every day, I know it’s not worth going on like this.",Suffering (low - Without pain),1,"I often think about it alone — Who will I become towards the end of this illness? Do I want to be in a wheelchair? Do I want to be fed through a tube? I wish I had more time to live, but I don't want more time as a patient.",Family Support (No),3,"I’ve decided to end my life on my own terms, but my family can’t accept it. They believe that even a tiny chance of recovery means I shouldn’t lose hope. What they don’t see is how much I have already suffered. I’m tired … tired of the pain, of needing help for everything, I’ve had enough. This choice isn’t easy, but it’s mine. And I want to find peace.","I feel as though my body has betrayed me at this point in my life... My incontinence has truly eroded any autonomy or dignity I once had. Living in the moment is impossible when an accident could happen at any time. I still remember the day my doctor came to my bed and told me I have 3 months left to live. My pain is no longer temporary, but permanent. With what I feel every day, I know it’s not worth going on like this. I often think about it alone — Who will I become towards the end of this illness? Do I want to be in a wheelchair? Do I want to be fed through a tube? I wish I had more time to live, but I don't want more time as a patient. I’ve decided to end my life on my own terms, but my family can’t accept it. They believe that even a tiny chance of recovery means I shouldn’t lose hope. What they don’t see is how much I have already suffered. I’m tired … tired of the pain, of needing help for everything, I’ve had enough. This choice isn’t easy, but it’s mine. And I want to find peace."
Group 6,WF-O,Immobility,1,"I used to be an independent person – I took pride in being able to take care of myself and others. But now I can’t even bend over and pick things up from the floor. Now if I drop something, I have to call the caretaker to come in to help.",Months to live (3 months),1,"When I was told I had 3 months left before I kicked the can for good, all I could do was consider what my life would look like closer to that date - and with the way my pain and illness continue to worsen, I don't see a life worth living even three months from now.",Suffering (High - Without pain),1,"One of the worst aspects of this illness is not the symptoms I have to deal with, but the inability to do the things that made life worth living – now I’m just surviving.",Family Support (Strong),3,"After careful consideration and many heartfelt discussions with my family, they understand and support my decision to pursue assisted dying. Their support means so much to me because I will not be alone in this process. They love me as much as I love them.","I used to be an independent person – I took pride in being able to take care of myself and others. But now I can’t even bend over and pick things up from the floor. Now if I drop something, I have to call the caretaker to come in to help. When I was told I had 3 months left before I kicked the can for good, all I could do was consider what my life would look like closer to that date - and with the way my pain and illness continue to worsen, I don't see a life worth living even three months from now. One of the worst aspects of this illness is not the symptoms I have to deal with, but the inability to do the things that made life worth living – now I’m just surviving. After careful consideration and many heartfelt discussions with my family, they understand and support my decision to pursue assisted dying. Their support means so much to me because I will not be alone in this process. They love me as much as I love them."
Group 6,WF-M,Cannot Get Out of Bed,2,"Life doesn’t feel vibrant anymore. Most days, all I see is the same faded wallpaper in my bedroom and the static from the TV in the corner. I can’t even get out of bed on my own anymore, leaving me completely trapped.",Months to live (24 months),0,"My doctors have been honest with me: I have about 24 months to live. While two years might sound like a lot, I know what’s in store for me, and the drastic changes that will completely change my life well before my time is up.",Suffering (low - Moderate pain),2,"Already, my bones feel tired of the pain I shoulder each day. I cannot imagine how much more difficult it will be to simply exist, and I fear who I might become in a few months when it gets unbearable.",Family Support (No),4,"My family refuses to even discuss assisted dying with me—they say I'm giving up too soon and that miracles can happen if I just keep praying and fighting. But they're not the ones living in this body, enduring this pain day after day. I need them to understand this is about my suffering, not their hope.","Life doesn’t feel vibrant anymore. Most days, all I see is the same faded wallpaper in my bedroom and the static from the TV in the corner. I can’t even get out of bed on my own anymore, leaving me completely trapped. My doctors have been honest with me: I have about 24 months to live. While two years might sound like a lot, I know what’s in store for me, and the drastic changes that will completely change my life well before my time is up. Already, my bones feel tired of the pain I shoulder each day. I cannot imagine how much more difficult it will be to simply exist, and I fear who I might become in a few months when it gets unbearable. My family refuses to even discuss assisted dying with me—they say I'm giving up too soon and that miracles can happen if I just keep praying and fighting. But they're not the ones living in this body, enduring this pain day after day. I need them to understand this is about my suffering, not their hope."
Group 6,WF-O,Bowel and Bladder Incontinence,2,"I have never wanted to be a burden to those I love, but now with my incontinence, I find myself staring down this reality every day, as I struggle to make it to the restroom on my own – it is so humiliating.",Months to live (24 months),1,"Even though my doctors tell me I have about 24 months to live, I wonder how many days will be spent actually living, and how many will be spent waiting for the end.",Suffering (High - Intense pain),2,"In the beginning, I thought the morphine would be a blessing for my severe pain. But now I spend my days in a drug induced delirium unable to do any of the things that brought my life meaning, making me feel like a shadow of my former self.",Family Support (Strong),4,"We’ve had many hard, tearful conversations, but my loved ones are united in supporting my choice. Knowing they will be with me, respecting my autonomy until the very end, gives me a profound sense of peace.","I have never wanted to be a burden to those I love, but now with my incontinence, I find myself staring down this reality every day, as I struggle to make it to the restroom on my own – it is so humiliating. Even though my doctors tell me I have about 24 months to live, I wonder how many days will be spent actually living, and how many will be spent waiting for the end. In the beginning, I thought the morphine would be a blessing for my severe pain. But now I spend my days in a drug induced delirium unable to do any of the things that brought my life meaning, making me feel like a shadow of my former self. We’ve had many hard, tearful conversations, but my loved ones are united in supporting my choice. Knowing they will be with me, respecting my autonomy until the very end, gives me a profound sense of peace."
Group 6,HF-M,Immobility,2,"One of the worst parts of this illness has been the loss of movement, and because of that, I can feel my muscles getting weaker. I’m afraid that this will eventually leave me dependent on others to help me with everything.",Months to live (24 months),2,"They tell me I have about 24 months to live, but I don't want to wait around that long only to deteriorate into a shadow of my former self.",Suffering (low - Moderate pain),0,"Most days I still manage my routines, like making coffee, reading, seeing a friend, but the illness keeps chipping away at what I can do. It’s not just the moderate pain that worries me, but also a growing fear of losing control, needing help with private things, and being treated as fragile.",Family Support (No),5,"Despite my family's objections, I know this is the right decision for me. They can't seem to separate their own fear of losing me from what I'm actually going through. Their resistance makes this process lonelier than it needs to be, but I won't let their disapproval take away my right to choose how my story ends.","One of the worst parts of this illness has been the loss of movement, and because of that, I can feel my muscles getting weaker. I’m afraid that this will eventually leave me dependent on others to help me with everything. They tell me I have about 24 months to live, but I don't want to wait around that long only to deteriorate into a shadow of my former self. Most days I still manage my routines, like making coffee, reading, seeing a friend, but the illness keeps chipping away at what I can do. It’s not just the moderate pain that worries me, but also a growing fear of losing control, needing help with private things, and being treated as fragile. Despite my family's objections, I know this is the right decision for me. They can't seem to separate their own fear of losing me from what I'm actually going through. Their resistance makes this process lonelier than it needs to be, but I won't let their disapproval take away my right to choose how my story ends."
Group 6,BF-M,Living in nursing home,2,"Being in a nursing home is a depressing experience. If I want to go anywhere or do anything, I have to have permission and be accompanied by a nurse. Most of them are inpatient or are too busy to talk. I feel like I am spending most of my time alone.",Months to live (24 months),3,"Several doctors have told me that I have 24 months left - give or take. But I ask myself, what will those 24 months be like? Who will I be at the end? I want people to remember me as I am now, not the wreck I'll be in my final moments.",Suffering (High - Intense pain),0,"To manage this intensely painful illness, I need to be on morphine which has cost me my hobbies, my ability to engage in everyday tasks, and the clarity of mind I once had – stripping me of everything that used to make me who I am.",Family Support (Strong),5,"My family has been by my side through every step of this illness, and their unwavering support of my choice to pursue assisted dying shows me that they truly understand what quality of life means to me, not just quantity.","Being in a nursing home is a depressing experience. If I want to go anywhere or do anything, I have to have permission and be accompanied by a nurse. Most of them are inpatient or are too busy to talk. I feel like I am spending most of my time alone. Several doctors have told me that I have 24 months left - give or take. But I ask myself, what will those 24 months be like? Who will I be at the end? I want people to remember me as I am now, not the wreck I'll be in my final moments. To manage this intensely painful illness, I need to be on morphine which has cost me my hobbies, my ability to engage in everyday tasks, and the clarity of mind I once had – stripping me of everything that used to make me who I am. My family has been by my side through every step of this illness, and their unwavering support of my choice to pursue assisted dying shows me that they truly understand what quality of life means to me, not just quantity."
